Wall time,Step,Value
1608342081.647836,0,0.84344083070755
1608342127.477217,1,0.9462365508079529
1608342173.660905,2,0.958279550075531
1608342220.311823,3,0.9638709425926208
1608342266.724829,4,0.976344108581543
1608342313.686539,5,0.9806451797485352
1608342359.802534,6,0.9845161437988281
1608342406.067531,7,0.9750537872314453
1608342452.277643,8,0.9815053939819336
1608342498.029891,9,0.986236572265625
1608342543.922984,10,0.9750537872314453
1608342590.341555,11,0.9643010497093201
